frame,J0_x,J0_y,J0_z,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,J7_x,J7_y,J7_z,J8_x,J8_y,J8_z,J9_x,J9_y,J9_z,J10_x,J10_y,J10_z,J11_x,J11_y,J11_z,J12_x,J12_y,J12_z,J13_x,J13_y,J13_z,J14_x,J14_y,J14_z,J15_x,J15_y,J15_z,J16_x,J16_y,J16_z,J17_x,J17_y,J17_z,J18_x,J18_y,J18_z,J19_x,J19_y,J19_z,J20_x,J20_y,J20_z,J21_x,J21_y,J21_z,J22_x,J22_y,J22_z,J23_x,J23_y,J23_z,J24_x,J24_y,J24_z
33,-0.007770,0.138261,1.035940,-0.019076,0.271100,1.022120,-0.102351,0.257250,0.539650,-0.147539,0.247306,0.060635,0.003230,0.005207,1.047800,-0.055417,-0.002572,0.561584,-0.127504,-0.016284,0.085968,-0.088893,0.143192,1.296250,-0.058601,0.149289,1.547030,-0.008564,0.147924,1.670500,-0.058790,0.147036,1.773950,-0.081295,0.289912,1.473980,-0.096471,0.362430,1.191160,-0.049492,0.412201,0.944958,-0.051246,0.002824,1.482840,-0.041172,-0.081356,1.203030,0.009684,-0.146148,0.961138,0.013213,0.273580,0.036693,0.086898,0.285908,0.030090,0.032701,-0.009380,0.048666,0.105377,-0.006001,0.030453,0.050062,0.416724,0.953242,-0.044464,0.461072,0.857858,0.108920,-0.144522,0.973365,0.025881,-0.203743,0.837337
34,-0.007878,0.138221,1.035950,-0.019191,0.271062,1.022150,-0.102346,0.257239,0.539651,-0.147536,0.247297,0.060637,0.003130,0.005166,1.047790,-0.055443,-0.002598,0.561564,-0.127463,-0.016290,0.085936,-0.088938,0.143194,1.296270,-0.058562,0.149235,1.547040,-0.008537,0.147744,1.670520,-0.058782,0.146917,1.773960,-0.081235,0.289874,1.474020,-0.096378,0.362604,1.191250,-0.049307,0.412455,0.945082,-0.051423,0.002768,1.482830,-0.041304,-0.081396,1.203030,0.009470,-0.146170,0.961111,0.013215,0.273562,0.036678,0.086902,0.285889,0.030101,0.032752,-0.009380,0.048679,0.105420,-0.005988,0.030433,0.050253,0.416960,0.953307,-0.044327,0.461369,0.858004,0.108743,-0.144814,0.973073,0.025181,-0.203804,0.837265
35,-0.007878,0.138221,1.035950,-0.019191,0.271062,1.022150,-0.102346,0.257239,0.539651,-0.147536,0.247297,0.060637,0.003130,0.005166,1.047790,-0.055443,-0.002598,0.561564,-0.127463,-0.016290,0.085936,-0.088938,0.143194,1.296270,-0.058562,0.149235,1.547040,-0.008537,0.147744,1.670520,-0.058782,0.146917,1.773960,-0.081235,0.289874,1.474020,-0.096378,0.362604,1.191250,-0.049307,0.412455,0.945082,-0.051423,0.002768,1.482830,-0.041304,-0.081396,1.203030,0.009470,-0.146170,0.961111,0.013215,0.273562,0.036678,0.086902,0.285889,0.030101,0.032752,-0.009380,0.048679,0.105420,-0.005988,0.030433,0.050253,0.416960,0.953307,-0.044327,0.461369,0.858004,0.108743,-0.144814,0.973073,0.025181,-0.203804,0.837265
36,-0.008156,0.138206,1.035980,-0.019513,0.271044,1.022190,-0.102349,0.257248,0.539642,-0.147551,0.247294,0.060629,0.002898,0.005153,1.047800,-0.055445,-0.002574,0.561550,-0.127513,-0.016352,0.085933,-0.089035,0.143256,1.296360,-0.058596,0.149188,1.547120,-0.008569,0.147652,1.670600,-0.058822,0.146750,1.774030,-0.081161,0.289843,1.474090,-0.096168,0.362782,1.191370,-0.049064,0.412757,0.945238,-0.051373,0.002754,1.482850,-0.041344,-0.081362,1.203030,0.009277,-0.146189,0.961090,0.013210,0.273556,0.036735,0.086893,0.285879,0.030110,0.032701,-0.009386,0.048683,0.105372,-0.005970,0.030455,0.050492,0.417288,0.953492,-0.044072,0.461681,0.858166,0.108552,-0.144833,0.973029,0.024960,-0.203778,0.837220
37,-0.008324,0.138185,1.036000,-0.019679,0.271023,1.022210,-0.102338,0.257239,0.539633,-0.147533,0.247262,0.060619,0.002726,0.005132,1.047820,-0.055475,-0.002573,0.561550,-0.127447,-0.016354,0.085918,-0.089082,0.143298,1.296410,-0.058542,0.149175,1.547170,-0.008554,0.147578,1.670660,-0.058830,0.146638,1.774080,-0.081096,0.289883,1.474240,-0.095589,0.362732,1.191470,-0.048826,0.413096,0.945347,-0.051440,0.002724,1.482920,-0.041445,-0.081344,1.203080,0.009136,-0.146133,0.961125,0.013215,0.273565,0.036684,0.086901,0.285908,0.030129,0.032770,-0.009412,0.048672,0.105438,-0.006004,0.030433,0.050730,0.417572,0.953618,-0.043783,0.461923,0.858223,0.108408,-0.144857,0.973099,0.024815,-0.203760,0.837272
38,-0.008525,0.138133,1.036030,-0.019830,0.270975,1.022240,-0.102355,0.257234,0.539638,-0.147529,0.247277,0.060623,0.002475,0.005076,1.047860,-0.055465,-0.002554,0.561556,-0.127437,-0.016369,0.085925,-0.089106,0.143326,1.296500,-0.058596,0.149162,1.547260,-0.008533,0.147497,1.670720,-0.058870,0.146487,1.774110,-0.081119,0.289874,1.474330,-0.095520,0.362914,1.191600,-0.048522,0.413301,0.945529,-0.051380,0.002710,1.483030,-0.041395,-0.081298,1.203170,0.009014,-0.146079,0.961177,0.013221,0.273564,0.036689,0.086906,0.285898,0.030102,0.032774,-0.009400,0.048662,0.105447,-0.005985,0.030440,0.051051,0.417573,0.953709,-0.043468,0.462227,0.858461,0.108283,-0.144754,0.973175,0.024755,-0.203622,0.837293
39,-0.008686,0.138115,1.036040,-0.019967,0.270959,1.022240,-0.102370,0.257248,0.539615,-0.147551,0.247316,0.060599,0.002290,0.005057,1.047870,-0.055436,-0.002533,0.561535,-0.127432,-0.016391,0.085909,-0.089109,0.143409,1.296550,-0.058423,0.149034,1.547290,-0.008537,0.147421,1.670820,-0.058954,0.146392,1.774180,-0.081037,0.289759,1.474410,-0.095559,0.363043,1.191750,-0.048313,0.413362,0.945718,-0.051332,0.002543,1.483130,-0.041360,-0.081315,1.203230,0.008949,-0.146020,0.961197,0.013219,0.273565,0.036750,0.086903,0.285880,0.030110,0.032784,-0.009412,0.048669,0.105455,-0.005988,0.030441,0.051273,0.417320,0.953892,-0.043123,0.462421,0.858733,0.108218,-0.144784,0.973201,0.024648,-0.203534,0.837294
40,-0.008861,0.138128,1.036070,-0.020126,0.270973,1.022260,-0.102414,0.257258,0.539619,-0.147570,0.247308,0.060601,0.002100,0.005069,1.047910,-0.055525,-0.002517,0.561565,-0.127474,-0.016398,0.085932,-0.089182,0.143415,1.296610,-0.058441,0.148973,1.547350,-0.008491,0.147284,1.670850,-0.058976,0.146204,1.774170,-0.080961,0.289734,1.474510,-0.095410,0.363176,1.191890,-0.047888,0.413673,0.945944,-0.051298,0.002478,1.483210,-0.041406,-0.081322,1.203280,0.008847,-0.145994,0.961229,0.013191,0.273573,0.036706,0.086876,0.285895,0.030103,0.032731,-0.009402,0.048650,0.105409,-0.005980,0.030448,0.051705,0.417579,0.954062,-0.042712,0.462611,0.858891,0.108119,-0.144625,0.973196,0.024580,-0.203412,0.837286
41,-0.009009,0.138138,1.036100,-0.020261,0.270982,1.022290,-0.102447,0.257267,0.539622,-0.147557,0.247314,0.060600,0.001940,0.005079,1.047950,-0.055623,-0.002503,0.561604,-0.127438,-0.016362,0.085951,-0.089209,0.143390,1.296680,-0.058340,0.148886,1.547410,-0.008424,0.147233,1.670930,-0.058998,0.146080,1.774200,-0.080915,0.289645,1.474580,-0.095265,0.363274,1.192010,-0.047526,0.413810,0.946110,-0.051221,0.002384,1.483270,-0.041363,-0.081308,1.203320,0.008833,-0.145924,0.961238,0.013213,0.273561,0.036750,0.086897,0.285875,0.030114,0.032768,-0.009409,0.048662,0.105441,-0.006003,0.030440,0.052050,0.417773,0.954411,-0.042218,0.462761,0.859071,0.108110,-0.144604,0.973167,0.024491,-0.203334,0.837282
42,-0.009187,0.138186,1.036120,-0.020459,0.271030,1.022310,-0.102535,0.257285,0.539632,-0.147561,0.247308,0.060603,0.001780,0.005127,1.047960,-0.055757,-0.002490,0.561604,-0.127453,-0.016352,0.085933,-0.089231,0.143403,1.296750,-0.058299,0.148834,1.547460,-0.008374,0.147215,1.670980,-0.058999,0.145964,1.774230,-0.080871,0.289619,1.474690,-0.095133,0.363385,1.192140,-0.047258,0.413896,0.946268,-0.051124,0.002344,1.483310,-0.041307,-0.081280,1.203330,0.008772,-0.145853,0.961217,0.013198,0.273580,0.036707,0.086884,0.285907,0.030122,0.032761,-0.009403,0.048677,0.105428,-0.005991,0.030431,0.052344,0.417311,0.954504,-0.041746,0.462929,0.859288,0.108038,-0.144732,0.973251,0.024446,-0.203271,0.837267
43,-0.009321,0.138222,1.036130,-0.020615,0.271064,1.022330,-0.102616,0.257300,0.539632,-0.147557,0.247315,0.060595,0.001668,0.005165,1.047970,-0.055837,-0.002469,0.561611,-0.127512,-0.016355,0.085937,-0.089245,0.143400,1.296800,-0.058228,0.148791,1.547500,-0.008318,0.147152,1.671020,-0.058977,0.145888,1.774260,-0.080814,0.289599,1.474780,-0.094964,0.363417,1.192240,-0.047033,0.413936,0.946377,-0.051072,0.002302,1.483350,-0.041335,-0.081282,1.203360,0.008724,-0.145790,0.961217,0.013206,0.273575,0.036709,0.086892,0.285898,0.030114,0.032698,-0.009405,0.048668,0.105378,-0.006004,0.030472,0.052549,0.417457,0.954802,-0.041413,0.463025,0.859436,0.108026,-0.145057,0.972989,0.023846,-0.203287,0.837234
44,-0.009508,0.138282,1.036170,-0.020834,0.271122,1.022380,-0.102768,0.257322,0.539674,-0.147545,0.247327,0.060622,0.001513,0.005227,1.048000,-0.055983,-0.002456,0.561639,-0.127522,-0.016351,0.085945,-0.089255,0.143457,1.296890,-0.058147,0.148781,1.547590,-0.008215,0.147047,1.671100,-0.058902,0.145792,1.774320,-0.080755,0.289620,1.474930,-0.094692,0.363456,1.192390,-0.046612,0.414068,0.946570,-0.050990,0.002322,1.483360,-0.041288,-0.081229,1.203360,0.008747,-0.145709,0.961210,0.013213,0.273587,0.036709,0.086902,0.285913,0.030146,0.032691,-0.009394,0.048686,0.105362,-0.005983,0.030458,0.052964,0.417696,0.955031,-0.041015,0.463176,0.859639,0.108056,-0.144991,0.972921,0.023785,-0.203189,0.837209
45,-0.009783,0.138331,1.036200,-0.021115,0.271170,1.022400,-0.102959,0.257345,0.539683,-0.147544,0.247342,0.060613,0.001244,0.005277,1.048030,-0.056110,-0.002420,0.561659,-0.127525,-0.016326,0.085947,-0.089306,0.143583,1.296990,-0.057962,0.148673,1.547660,-0.007972,0.146988,1.671150,-0.058642,0.145680,1.774380,-0.080582,0.289559,1.475100,-0.094448,0.363574,1.192600,-0.046050,0.414202,0.946848,-0.050877,0.002218,1.483420,-0.041144,-0.081171,1.203370,0.008803,-0.145552,0.961174,0.013220,0.273579,0.036713,0.086910,0.285894,0.030148,0.032691,-0.009390,0.048700,0.105369,-0.005993,0.030497,0.053541,0.417313,0.955333,-0.040181,0.463345,0.859954,0.108111,-0.144856,0.972899,0.023845,-0.203035,0.837175
46,-0.009939,0.138363,1.036220,-0.021327,0.271196,1.022410,-0.103065,0.257359,0.539674,-0.147563,0.247363,0.060596,0.001144,0.005314,1.048060,-0.056384,-0.002503,0.561706,-0.127468,-0.016308,0.085941,-0.089336,0.143683,1.297040,-0.057903,0.148657,1.547710,-0.007824,0.146899,1.671160,-0.058439,0.145588,1.774410,-0.080494,0.289572,1.475190,-0.094338,0.363677,1.192710,-0.045747,0.414219,0.946982,-0.050879,0.002205,1.483450,-0.041165,-0.081133,1.203380,0.008839,-0.145422,0.961175,0.013203,0.273588,0.036694,0.086894,0.285899,0.030132,0.032747,-0.009393,0.048686,0.105420,-0.006001,0.030459,0.053815,0.417569,0.955708,-0.039789,0.463401,0.860117,0.108151,-0.144718,0.972866,0.023844,-0.202913,0.837176
47,-0.010088,0.138384,1.036240,-0.021439,0.271222,1.022440,-0.103206,0.257369,0.539710,-0.147559,0.247363,0.060619,0.000958,0.005332,1.048070,-0.056315,-0.002427,0.561692,-0.127514,-0.016352,0.085947,-0.089361,0.143780,1.297100,-0.057815,0.148613,1.547750,-0.007627,0.146772,1.671160,-0.058163,0.145485,1.774450,-0.080381,0.289559,1.475290,-0.094252,0.363787,1.192840,-0.045441,0.414318,0.947157,-0.050852,0.002173,1.483460,-0.041189,-0.081106,1.203380,0.008940,-0.145297,0.961171,0.013205,0.273587,0.036702,0.086896,0.285899,0.030144,0.032709,-0.009406,0.048729,0.105378,-0.005994,0.030491,0.054111,0.417620,0.956015,-0.039342,0.463469,0.860284,0.108218,-0.144212,0.973120,0.024488,-0.202699,0.837197
48,-0.010264,0.138401,1.036250,-0.021610,0.271238,1.022440,-0.103325,0.257379,0.539698,-0.147566,0.247364,0.060596,0.000777,0.005350,1.048100,-0.056422,-0.002414,0.561715,-0.127489,-0.016314,0.085950,-0.089428,0.143864,1.297150,-0.057794,0.148624,1.547790,-0.007445,0.146721,1.671130,-0.057868,0.145415,1.774480,-0.080332,0.289599,1.475370,-0.094208,0.363918,1.192950,-0.045131,0.414348,0.947297,-0.050900,0.002185,1.483490,-0.041235,-0.081067,1.203400,0.009027,-0.145163,0.961193,0.013202,0.273585,0.036703,0.086894,0.285894,0.030144,0.032729,-0.009398,0.048707,0.105403,-0.006006,0.030489,0.054404,0.417697,0.956332,-0.038897,0.463465,0.860415,0.108305,-0.143964,0.973132,0.024630,-0.202539,0.837213
49,-0.010378,0.138392,1.036270,-0.021707,0.271229,1.022460,-0.103371,0.257361,0.539709,-0.147569,0.247354,0.060603,0.000645,0.005339,1.048120,-0.056478,-0.002410,0.561725,-0.127532,-0.016329,0.085959,-0.089449,0.143960,1.297190,-0.057809,0.148597,1.547840,-0.007216,0.146705,1.671080,-0.057569,0.145366,1.774460,-0.080303,0.289579,1.475420,-0.094183,0.364006,1.193030,-0.044875,0.414412,0.947413,-0.050937,0.002174,1.483500,-0.041298,-0.081035,1.203390,0.009037,-0.145047,0.961180,0.013197,0.273588,0.036712,0.086888,0.285902,0.030152,0.032678,-0.009397,0.048686,0.105358,-0.006005,0.030488,0.054667,0.417689,0.956388,-0.038657,0.463518,0.860522,0.108307,-0.143842,0.973178,0.024715,-0.202444,0.837220
50,-0.010478,0.138395,1.036280,-0.021795,0.271234,1.022460,-0.103456,0.257364,0.539716,-0.147566,0.247366,0.060602,0.000532,0.005341,1.048130,-0.056512,-0.002421,0.561718,-0.127478,-0.016323,0.085938,-0.089554,0.144005,1.297190,-0.057813,0.148599,1.547830,-0.007069,0.146670,1.671000,-0.057205,0.145340,1.774490,-0.080275,0.289597,1.475430,-0.094180,0.364147,1.193070,-0.044590,0.414455,0.947496,-0.051009,0.002166,1.483500,-0.041468,-0.080997,1.203380,0.009060,-0.144878,0.961173,0.013201,0.273586,0.036698,0.086892,0.285895,0.030141,0.032741,-0.009390,0.048705,0.105405,-0.005981,0.030449,0.054932,0.417853,0.956642,-0.038282,0.463545,0.860604,0.108325,-0.143645,0.973214,0.024807,-0.202309,0.837237
51,-0.010530,0.138407,1.036290,-0.021853,0.271244,1.022470,-0.103506,0.257377,0.539715,-0.147566,0.247377,0.060597,0.000486,0.005354,1.048150,-0.056548,-0.002406,0.561738,-0.127530,-0.016320,0.085961,-0.089620,0.144036,1.297200,-0.057775,0.148621,1.547820,-0.006981,0.146587,1.670970,-0.056951,0.145325,1.774540,-0.080240,0.289642,1.475470,-0.094152,0.364207,1.193120,-0.044560,0.414487,0.947536,-0.050981,0.002188,1.483500,-0.041489,-0.080952,1.203360,0.009055,-0.144789,0.961147,0.013216,0.273572,0.036773,0.086902,0.285866,0.030125,0.032679,-0.009384,0.048682,0.105353,-0.005987,0.030464,0.054947,0.417921,0.956846,-0.038124,0.463570,0.860648,0.108330,-0.143573,0.973105,0.024686,-0.202243,0.837208
52,-0.010638,0.138398,1.036320,-0.021901,0.271241,1.022500,-0.103521,0.257401,0.539740,-0.147563,0.247407,0.060620,0.000318,0.005340,1.048180,-0.056615,-0.002398,0.561755,-0.127486,-0.016273,0.085960,-0.089778,0.144080,1.297210,-0.057818,0.148629,1.547820,-0.006599,0.146578,1.670800,-0.056084,0.145386,1.774600,-0.080216,0.289684,1.475520,-0.094099,0.364316,1.193180,-0.044187,0.414526,0.947647,-0.051234,0.002201,1.483470,-0.041778,-0.080912,1.203320,0.009079,-0.144525,0.961114,0.013218,0.273599,0.036786,0.086902,0.285890,0.030106,0.032731,-0.009382,0.048711,0.105398,-0.005996,0.030461,0.055327,0.417691,0.956969,-0.037611,0.463614,0.860773,0.108326,-0.143237,0.973293,0.025028,-0.201978,0.837215
53,-0.010671,0.138384,1.036320,-0.021905,0.271230,1.022500,-0.103507,0.257405,0.539740,-0.147571,0.247418,0.060622,0.000255,0.005324,1.048180,-0.056678,-0.002418,0.561756,-0.127486,-0.016259,0.085951,-0.089858,0.144089,1.297200,-0.057830,0.148636,1.547800,-0.006415,0.146594,1.670700,-0.055685,0.145386,1.774600,-0.080187,0.289704,1.475510,-0.094104,0.364353,1.193180,-0.044084,0.414515,0.947658,-0.051223,0.002212,1.483440,-0.041905,-0.080907,1.203290,0.009046,-0.144501,0.961098,0.013204,0.273592,0.036721,0.086896,0.285882,0.030134,0.032736,-0.009377,0.048716,0.105395,-0.005988,0.030435,0.055434,0.417595,0.956966,-0.037483,0.463651,0.860813,0.108280,-0.143216,0.973391,0.025142,-0.201829,0.837160
54,-0.010750,0.138379,1.036340,-0.021951,0.271226,1.022510,-0.103485,0.257408,0.539740,-0.147577,0.247409,0.060624,0.000145,0.005316,1.048200,-0.056690,-0.002399,0.561769,-0.127469,-0.016246,0.085960,-0.090090,0.144120,1.297170,-0.057833,0.148673,1.547740,-0.006158,0.146641,1.670530,-0.055065,0.145463,1.774600,-0.080148,0.289766,1.475480,-0.094005,0.364379,1.193140,-0.043916,0.414493,0.947625,-0.051324,0.002232,1.483410,-0.042060,-0.080850,1.203250,0.009046,-0.144331,0.961058,0.013192,0.273608,0.036709,0.086882,0.285907,0.030118,0.032748,-0.009378,0.048703,0.105414,-0.006004,0.030447,0.055597,0.417573,0.956985,-0.037275,0.463695,0.860820,0.108265,-0.142872,0.973442,0.025357,-0.201603,0.837122
55,-0.010784,0.138375,1.036350,-0.021984,0.271222,1.022530,-0.103489,0.257406,0.539749,-0.147566,0.247406,0.060632,0.000109,0.005312,1.048220,-0.056645,-0.002401,0.561774,-0.127455,-0.016278,0.085971,-0.090167,0.144133,1.297170,-0.057772,0.148712,1.547720,-0.005956,0.146646,1.670450,-0.054743,0.145477,1.774580,-0.080116,0.289798,1.475460,-0.093958,0.364400,1.193110,-0.043861,0.414499,0.947598,-0.051334,0.002266,1.483390,-0.042027,-0.080815,1.203240,0.009049,-0.144288,0.961038,0.013200,0.273601,0.036700,0.086891,0.285900,0.030115,0.032758,-0.009382,0.048701,0.105415,-0.005989,0.030414,0.055644,0.417646,0.957023,-0.037195,0.463700,0.860795,0.108270,-0.142826,0.973402,0.025337,-0.201547,0.837093
56,-0.010856,0.138363,1.036380,-0.022023,0.271212,1.022550,-0.103485,0.257409,0.539768,-0.147565,0.247415,0.060651,0.000004,0.005298,1.048250,-0.056664,-0.002381,0.561800,-0.127462,-0.016257,0.085994,-0.090348,0.144154,1.297170,-0.057692,0.148803,1.547690,-0.005716,0.146662,1.670340,-0.054183,0.145609,1.774630,-0.080004,0.289872,1.475380,-0.093808,0.364452,1.193030,-0.043863,0.414490,0.947468,-0.051330,0.002325,1.483420,-0.042063,-0.080735,1.203260,0.008997,-0.144134,0.961035,0.013212,0.273586,0.036761,0.086898,0.285869,0.030096,0.032748,-0.009379,0.048707,0.105403,-0.005994,0.030410,0.055618,0.417697,0.957125,-0.037023,0.463692,0.860678,0.108229,-0.142417,0.973280,0.025284,-0.201345,0.837068
57,-0.010915,0.138368,1.036410,-0.022062,0.271219,1.022570,-0.103491,0.257406,0.539783,-0.147559,0.247411,0.060665,-0.000073,0.005302,1.048270,-0.056686,-0.002370,0.561815,-0.127493,-0.016261,0.086011,-0.090400,0.144140,1.297190,-0.057574,0.148868,1.547690,-0.005436,0.146764,1.670280,-0.053723,0.145743,1.774640,-0.079854,0.289926,1.475350,-0.093656,0.364492,1.192990,-0.043754,0.414544,0.947427,-0.051286,0.002373,1.483450,-0.042054,-0.080668,1.203280,0.008941,-0.144045,0.961039,0.013202,0.273609,0.036702,0.086892,0.285908,0.030108,0.032711,-0.009351,0.048707,0.105367,-0.005954,0.030417,0.055736,0.417800,0.956972,-0.037029,0.463667,0.860583,0.108171,-0.142227,0.973290,0.025293,-0.201238,0.837072
58,-0.011075,0.138296,1.036420,-0.022160,0.271153,1.022590,-0.103560,0.257380,0.539793,-0.147545,0.247429,0.060667,-0.000298,0.005224,1.048280,-0.056719,-0.002376,0.561800,-0.127493,-0.016259,0.085991,-0.090496,0.144143,1.297220,-0.057374,0.149013,1.547670,-0.005107,0.146946,1.670210,-0.053235,0.145950,1.774650,-0.079625,0.290046,1.475280,-0.093423,0.364547,1.192910,-0.043837,0.414538,0.947264,-0.051077,0.002491,1.483500,-0.042098,-0.080571,1.203330,0.008830,-0.143959,0.961076,0.013221,0.273607,0.036713,0.086910,0.285897,0.030093,0.032715,-0.009373,0.048700,0.105372,-0.005987,0.030413,0.055651,0.417787,0.956836,-0.037085,0.463663,0.860424,0.108054,-0.142112,0.973378,0.025266,-0.201079,0.837086
59,-0.011135,0.138347,1.036440,-0.022273,0.271198,1.022600,-0.103609,0.257391,0.539799,-0.147541,0.247418,0.060668,-0.000304,0.005279,1.048310,-0.056737,-0.002376,0.561828,-0.127431,-0.016275,0.086008,-0.090540,0.144155,1.297250,-0.057189,0.149083,1.547670,-0.004895,0.147018,1.670190,-0.052957,0.146051,1.774660,-0.079539,0.290080,1.475240,-0.093364,0.364609,1.192870,-0.043789,0.414592,0.947224,-0.051050,0.002541,1.483530,-0.042070,-0.080523,1.203360,0.008753,-0.143912,0.961081,0.013220,0.273608,0.036696,0.086912,0.285904,0.030110,0.032772,-0.009393,0.048691,0.105427,-0.006009,0.030394,0.055712,0.417830,0.956656,-0.037149,0.463646,0.860335,0.107972,-0.142103,0.973430,0.025225,-0.201070,0.837114
60,-0.011222,0.138336,1.036460,-0.022356,0.271189,1.022620,-0.103677,0.257369,0.539818,-0.147524,0.247407,0.060679,-0.000397,0.005268,1.048320,-0.056777,-0.002373,0.561837,-0.127488,-0.016301,0.086020,-0.090582,0.144138,1.297280,-0.057150,0.149187,1.547690,-0.004764,0.147137,1.670170,-0.052775,0.146194,1.774670,-0.079416,0.290176,1.475210,-0.093238,0.364647,1.192830,-0.043781,0.414644,0.947164,-0.050925,0.002646,1.483550,-0.042080,-0.080495,1.203400,0.008716,-0.143887,0.961121,0.013243,0.273600,0.036745,0.086930,0.285896,0.030118,0.032708,-0.009389,0.048685,0.105367,-0.005997,0.030405,0.055730,0.417852,0.956497,-0.037209,0.463663,0.860250,0.107933,-0.142065,0.973471,0.025197,-0.201042,0.837153
61,-0.011386,0.138304,1.036500,-0.022535,0.271153,1.022650,-0.103800,0.257342,0.539830,-0.147524,0.247390,0.060679,-0.000545,0.005240,1.048390,-0.056861,-0.002378,0.561893,-0.127482,-0.016269,0.086061,-0.090719,0.143966,1.297340,-0.056849,0.149348,1.547680,-0.004424,0.147367,1.670150,-0.052402,0.146463,1.774660,-0.079106,0.290326,1.475180,-0.093061,0.364707,1.192780,-0.043858,0.414637,0.947045,-0.050785,0.002788,1.483570,-0.042159,-0.080493,1.203450,0.008546,-0.143974,0.961176,0.013233,0.273603,0.036704,0.086923,0.285911,0.030126,0.032715,-0.009365,0.048722,0.105370,-0.005974,0.030425,0.055663,0.417958,0.956239,-0.037463,0.463659,0.860120,0.107761,-0.142181,0.973549,0.025043,-0.201028,0.837164
62,-0.011478,0.138290,1.036520,-0.022609,0.271139,1.022660,-0.103850,0.257324,0.539839,-0.147521,0.247389,0.060684,-0.000654,0.005224,1.048410,-0.056902,-0.002386,0.561910,-0.127420,-0.016234,0.086062,-0.090705,0.144025,1.297390,-0.056551,0.149438,1.547690,-0.004219,0.147428,1.670200,-0.052193,0.146619,1.774710,-0.078964,0.290402,1.475210,-0.092891,0.364699,1.192790,-0.043909,0.414626,0.947009,-0.050665,0.002873,1.483570,-0.042198,-0.080517,1.203480,0.008403,-0.144077,0.961206,0.013235,0.273606,0.036704,0.086922,0.285914,0.030100,0.032778,-0.009369,0.048726,0.105426,-0.005989,0.030400,0.055621,0.417916,0.956119,-0.037573,0.463648,0.860080,0.107630,-0.143208,0.973586,0.024373,-0.201349,0.837226
63,-0.011586,0.138292,1.036550,-0.022743,0.271139,1.022690,-0.103891,0.257324,0.539857,-0.147512,0.247387,0.060697,-0.000738,0.005228,1.048440,-0.056904,-0.002371,0.561928,-0.127411,-0.016246,0.086080,-0.090781,0.144116,1.297430,-0.056599,0.149505,1.547720,-0.004099,0.147625,1.670160,-0.052024,0.146811,1.774700,-0.078822,0.290501,1.475250,-0.092719,0.364731,1.192810,-0.043885,0.414693,0.947007,-0.050572,0.002976,1.483540,-0.042208,-0.080529,1.203480,0.008370,-0.144142,0.961213,0.013247,0.273607,0.036742,0.086931,0.285914,0.030102,0.032775,-0.009383,0.048692,0.105431,-0.006014,0.030392,0.055657,0.418029,0.955962,-0.037699,0.463625,0.860016,0.107583,-0.143311,0.973702,0.024456,-0.201385,0.837234
